 ,Issuer,Cum,QDI,Sector,"Fix/
Float",Type,Ticker,Coupon  Percent,Current Price,Change,Current Yield,Ann Yield to Worst ,IG,S&P Rating,Moody Rating,Quarterly Int / Div,1st Call,Maturity Date,Pay Dates,,All
,Innovative Industrial,Yes,No,Other,Fix,Trad,IIPR-A,9.000%,$23.30,-$0.03,9.55%,6.80%,N,NR,NR,$0.56,10/19/2022,NONE,"15th 1,4,7,10",-3.23,All
,INPOINT Commercial,Yes,No,mREIT,Fix,Trad,ICR-A,6.750%,$20.70,$0.01,8.12%,32.64%,N,NR,NR,$0.42,9/22/2026,NONE,"30th 3,6,9,12",0.70,All
,Invesco Mortgage Capital,Yes,No,mREIT,Fix-Float,Trad,IVR-B,7.75%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.48,12/27/2024,NONE,"27th 3,6,9,12",-1.04,All
,Invesco Mortgage Capital,Yes,No,mREIT,Fix-Float,Trad,IVR-C,7.500%,$24.93,$0.02,7.52%,7.68%,N,NR,NR,$0.47,9/27/2027,NONE,"27th 3,6,9,12",1.72,All
,Jackson Financial,No,Yes,Insurance,FRR,Trad,JXN-A,8.000%,$25.90,-$0.07,7.72%,6.10%,N,BB+,Ba1,$0.50,3/30/2028,NONE,"30th 3,6,9,12",2.22,All
,JPMorgan Chase,No,Yes,Bank,Fix,Trad,JPM-D,5.750%,$25.06,-$0.02,5.74%,-0.24%,Y,BBB-,Baa2,$0.36,12/1/2023,NONE,"1st 3,6,9,12",-2.11,All
,JPMorgan Chase,No,Yes,Bank,Fix,Trad,JPM-C,6.000%,$25.25,-$0.03,5.94%,6.48%,Y,BBB-,Baa2,$0.38,3/1/2024,NONE,"1st 3,6,9,12",-1.86,All
,JPMorgan Chase,No,Yes,Bank,Fix,Trad,JPM-J,4.750%,$20.44,-$0.04,5.81%,18.24%,Y,BBB-,Baa2,$0.30,12/1/2024,NONE,"1st 3,6,9,12",-1.11,All
,JPMorgan Chase,No,Yes,Bank,Fix,Trad,JPM-K,4.550%,$19.56,$0.00,6.13%,61.68%,Y,BBB-,Baa2,$0.30,6/1/2026,NONE,"1st 3,6,9,12",0.39,All
,JPMorgan Chase,No,Yes,Bank,Fix,Trad,JPM-L,4.625%,$19.83,-$0.02,5.83%,58.62%,Y,BBB-,Baa2,$0.29,6/1/2026,NONE,"1st 3,6,9,12",0.39,All
,JPMorgan Chase,No,Yes,Bank,Fix,Trad,JPM-M,4.200%,$18.50,$0.04,5.62%,46.00%,Y,BBB-,Baa2,$0.26,9/1/2026,NONE,"1st 3,6,9,12",0.64,All
,Kemper Corporation,No,No,Insurance,FRR,BB,KMPB,5.875%,$23.50,$0.01,6.30%,11.39%,N,BB+,Ba1,$0.37,3/15/2027,3/15/2062,"15th 3,6,9,12",1.18,All
,KeyCorp,No,Yes,Bank,Fix,Trad,KEY-K,5.625%,$21.69,-$0.03,6.49%,-3.56%,Y,BB+,Baa3,$0.35,9/15/2024,NONE,"15th 3,6,9,12",-1.32,All
,KeyCorp,No,Yes,Bank,Fix-Float,Trad,KEY-I,6.125%,$25.00,$0.04,6.13%,6.13%,Y,BB+,Baa3,$0.38,12/15/2026,NONE,"15th 3,6,9,12",0.93,All
,KeyCorp,No,Yes,Bank,FRR,Trad,KEY-L,6.200%,$25.17,$0.02,6.20%,5.79%,Y,BB+,Baa3,$0.39,9/15/2027,NONE,"15th 3,6,9,12",1.68,All
,KeyCorp ,No,Yes,Bank,Fix,Trad,KEY-J,5.650%,$21.54,$0.00,6.56%,13.84%,Y,BB+,Baa3,$0.35,12/15/2023,NONE,"15th 3,6,9,12",-2.07,All
,Kimco Realty,Yes,No,eREIT,Fix,Trad,KIM-L,5.125%,$20.25,$0.07,6.33%,19.00%,Y,BBB-,NR,$0.32,8/16/2022,NONE,"15th 1,4,7,10",-3.40,All
,Kimco Realty,Yes,No,eREIT,Fix,Trad,KIM-M,5.250%,$20.76,$0.03,6.32%,16.96%,Y,BBB-,NR,$0.33,12/20/2022,NONE,"15th 1,4,7,10",-3.06,All
,KKR & Co,No,No,Asset Mgr,Fix,BB,KKRT,6.875%,$25.45,$0.02,6.76%,,Y,BBB+,NR,$0.43,6/1/2030,6/1/2065,"1st 3,6,9,12",,All
,KKR Finance,No,No,Asset Mgr,Fix,BB,KKRS,4.625%,$17.56,$0.03,6.58%,139.05%,Y,BBB+,NR,$0.29,4/1/2026,4/1/2061,"1st 1,4,7,10",0.22,All
,KKR Real Estate Finance,Yes,No,eREIT,Fix,Trad,KREF-A,6.500%,$18.05,-$0.20,9.09%,113.69%,N,NR,NR,$0.41,4/16/2026,NONE,"15th 3,6,9,12",0.27,All
,Level One Bancorp,No,Yes,Bank,Fix,Trad,FRMEP,7.500%,$25.60,-$0.24,7.32%,13.28%,N,NR,NR,$0.47,8/15/2025,NONE,"15th 2,5,8,11",-0.40,All
,Liberty Broadband,Yes,Yes,Other,Fix,Term,LBRDP,7.000%,$24.09,-$0.16,7.26%,7.54%,N,NR,NR,$0.44,3/9/2039,3/9/2039,"15th 1,4,7,10",13.17,All
,LifeMD Inc,Yes,Yes,Other,Fix,Trad,LFMDP,8.875%,$22.42,$0.12,9.81%,10.32%,N,NR,NR,$0.55,10/15/2022,None,"15th 1,4,7,10",-3.24,All
,Lincoln Financial Group,No,Yes,Insurance,Fix,Trad,LNC-D,9.000%,$26.77,-$0.07,8.37%,4.63%,Y,BBB-,Baa3,$0.56,12/1/2027,NONE,"1st 3,6,9,12",1.89,All
,Link Parks (PS Business),Yes,No,eREIT,Fix,Trad,PSBXP,5.250%,$9.92,$0.00,13.23%,60.32%,N,NR,WD,$0.33,9/21/2022,NONE,"LD 3,6,9,12",-3.30,All
,Link Parks (PS Business),Yes,No,eREIT,Fix,Trad,PSBYP,5.200%,$11.00,$0.00,11.82%,56.00%,N,NR,WD,$0.33,12/7/2022,NONE,"LD 3,6,9,12",-3.09,All
,Link Parks (PS Business),Yes,No,eREIT,Fix,Trad,PSBZP,4.875%,$9.01,-$0.34,13.53%,63.96%,N,NR,WD,$0.30,11/4/2024,NONE,"LD 3,6,9,12",-1.18,All
,Live Oak Bancshares,No,Yes,Bank,Fix,Trad,LOB-A,8.375%,$25.90,$0.07,8.08%,#DIV/0!,N,NR,NR,$0.52,9/15/2030,NONE,"15th 3,6,9,12",,All
,Lument Finance Trust,Yes,No,eREIT,Fix,Trad,LFT-A,7.875%,$20.27,-$0.20,9.67%,69.20%,N,NR,NR,$0.49,5/5/2026,NONE,"15th 1,4,7,10",0.32,All
,LuxUrban Hotels,Yes,Yes,C-Corp,Fix,Trad,LUXHP,13.000%,Delist,Delist,Delist,#VALUE!,N,NR,NR,$0.27,10/26/2026,NONE,LD Month,0.79,All
,M&T Bank,No,Yes,Bank,Fix,Trad,MTB-K,6.350%,$25.40,-$0.05,6.25%,#DIV/0!,Y,BB+,Baa3,$0.40,12/15/2030,NONE,"15th 3,6,9,12",,All
,M&T Bank  ,No,Yes,Bank,Fix,Trad,MTB-J,7.500%,$26.65,-$0.04,7.05%,5.13%,Y,BB+,Baa3,$0.47,6/15/2029,NONE,"15th 3,6,9,12",3.43,All
,M&T Bank (People's Financial),No,Yes,Bank,Fix-Float,Trad,MTB-H,5.625%,$24.87,$0.01,5.65%,6.21%,Y,BB+,Baa3,$0.35,12/15/2026,NONE,"15th 3,6,9,12",0.93,All
,Maiden Holdings LTD,No,No,Insurance,Fix,BB,MHNC,7.750%,$15.88,$0.07,12.09%,36.48%,N,NR,NR,$0.48,12/1/2018,12/1/2043,"1st 3,6,9,12",-7.11,All
,Maiden Holdings LTD,No,No,Insurance,Fix,BB,MHLA,6.625%,$13.03,$0.00,12.71%,47.88%,N,NR,NR,$0.41,6/14/2021,6/14/2046,"4th 3,6,9,12",-4.58,All
,MainStreet Bancshares,No,Yes,Bank,Fix,Trad,MNSBP,7.500%,$24.90,$0.15,7.55%,6.10%,N,NR,NR,$0.47,09/30/2025,NONE,"30th 3,6,9,12",-0.28,All
,Medalist Diversified REIT,Yes,No,eREIT,Fix,Trad,MDRRP,8.000%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.50,02/19/2022,NONE,"25th 1,4,7,10",-3.89,All
,Medallion Bank,No,Yes,Bank,Fix-Float,Trad,MBNKP,8.000%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,Float,04/01/2025,NONE,"1st 1,4,7,10",-0.78,All
,Merchants Bancorp,No,Yes,Bank,Fix,Trad,MBINN,6.000%,$19.27,$0.40,7.89%,109.91%,N,NR,Ba3,$0.38,4/1/2026,NONE,"1st 1,4,7,10",0.22,All
,Merchants Bancorp,No,Yes,Bank,Fix,Trad,MBINL,7.625%,$23.26,$0.19,8.20%,9.95%,N,NR,Ba3,0.477,1/1/2030,None,"1st 1,4,7,10",3.98,All
,Merchants Bancorp,No,Yes,Bank,Fix-Float,Trad,MBINP,7.000%,Redeem,Redeem,Redeem,Redeem,N,NR,Ba3,$0.44,4/1/2024,NONE,"1st 1,4,7,10",-1.78,All
,Merchants Bancorp,No,Yes,Bank,Fix-Float,Trad,MBINO,6.000%,Redeem,Redeem,Redeem,Float,N,NR,Ba3,Float,10/1/2024,NONE,"1st 1,4,7,10",-1.27,All
,Merchants Bancorp,No,Yes,Bank,FRR,Trad,MBINM,8.250%,$25.16,$0.04,8.27%,7.90%,N,NR,Ba3,$0.52,10/1/2027,NONE,"1st 1,4,7,10",1.73,All
,MetLife Inc,No,Yes,Insurance,Fix,Trad,MET-E,5.625%,$23.87,-$0.08,5.89%,4.52%,Y,BBB,Baa2,$0.35,6/15/2023,NONE,"15th 3,6,9,12",-2.57,All
,MetLife Inc,No,Yes,Insurance,Fix,Trad,MET-F,4.750%,$19.80,-$0.09,6.00%,20.80%,Y,BBB,Baa2,$0.30,3/15/2025,NONE,"15th 3,6,9,12",-0.82,All
,MetLife Inc,No,Yes,Insurance,FLR,Trad,MET-A,4.000%,$21.53,-$0.06,Float,Float,Y,BBB,Baa2,Float,9/15/2010,NONE,"15th 3,6,9,12",-15.33,All
,MFA Financial,Yes,No,mREIT,Fix,Trad,MFA-B,7.500%,$20.16,$0.05,9.30%,19.36%,N,NR,NR,$0.47,4/15/2018,NONE,"LD 3,6,9,12",-7.74,All
,MFA Financial,Yes,No,mREIT,Fix,Trad,MFA-C,6.500%,$22.82,$0.06,7.19%,-4.02%,N,NR,NR,$0.41,3/31/2025,NONE,"LD 3,6,9,12",-0.78,All
,MFA Financial,No,No,mREIT,Fix,BB,MFAN,8.875%,$25.31,$0.03,8.76%,-3.48%,N,NR,NR,$0.55,2/15/2026,2/15/2029,"15th 2,5,8,11",0.10,All
,MFA Financial,No,No,mREIT,Fix,BB,MFAO,9.000%,$25.48,-$0.07,8.83%,5.62%,N,NR,NR,$0.56,8/15/2026,8/15/2029,"15th 2,5,8,11",0.60,All
,Midcap Financial,No,No,BDC,Fix,BB,MFICL,8.000%,No Quote,#N/A,#VALUE!,#VALUE!,N,NR,NR,$0.50,12/15/2025,12/15/2028,"15th 3,6,9,12",-0.07,All
,Midland States Bancorp,No,Yes,Bank,FRR,Trad,MSBIP,7.750%,$25.28,$0.12,7.59%,6.95%,N,NR,NR,$0.48,9/30/2027,NONE,"30th 3,6,9,12",1.72,All
,Morgan Stanley,No,Yes,Finance,Fix,Trad,MS-L,4.875%,$20.53,-$0.04,5.94%,-11.75%,Y,BBB-,Baa3,$0.30,1/5/2025,NONE,"15th 1,4,7,10",-1.01,All
,Morgan Stanley,No,Yes,Finance,Fix,Trad,MS-O,4.250%,$17.75,$0.08,6.08%,34.62%,Y,BBB-,Baa3,$0.27,1/15/2027,NONE,"15th 1,4,7,10",1.02,All
,Morgan Stanley,No,Yes,Finance,Fix,Trad,MS-P,6.500%,$25.45,-$0.04,6.39%,5.37%,Y,BBB-,Baa3,$0.41,10/15/2027,NONE,"15th 1,4,7,10",1.76,All
,Morgan Stanley,No,Yes,Finance,Fix,Trad,MS-Q,6.625%,$26.28,-$0.01,6.32%,4.96%,Y,BBB-,Baa3,$0.42,10/15/2029,NONE,"15th 1,4,7,10",3.77,All
,Morgan Stanley,No,Yes,Finance,Fix-Float,Trad,MS-E,7.125%,$25.53,$0.01,Float,Float,Y,BBB-,Baa3,Float,10/15/2023,NONE,"15th 1,4,7,10",-2.24,All
,Morgan Stanley,No,Yes,Finance,Fix-Float,Trad,MS-F,6.875%,$25.24,-$0.01,Float,Float,Y,BBB-,Baa3,Float,1/15/2024,NONE,"15th 1,4,7,10",-1.99,All
,Morgan Stanley,No,Yes,Finance,Fix-Float,Trad,MS-I,6.375%,$25.06,$0.01,Float,Float,Y,BBB-,Baa3,Float,10/15/2024,NONE,"15th 1,4,7,10",-1.24,All
,Morgan Stanley,No,Yes,Finance,Fix-Float,Trad,MS-K,5.850%,$24.61,$0.02,5.94%,7.18%,Y,BBB-,Baa3,$0.37,4/15/2027,NONE,"15th 1,4,7,10",1.26,All
,Morgan Stanley,No,Yes,Finance,FLR,Trad,MS-A,4.000%,$19.72,$0.01,Float,Float,Y,BBB-,Baa3,Float,7/15/2011,NONE,"15th 1,4,7,10",-14.50,All
,National Healthcare Prop,Yes,No,eREIT,Fix,Trad,NHPAP,7.375%,$18.75,NA,9.83%,25.00%,N,NR,NR,$0.46,12/11/2024,NONE,"15th 1,4,7,10",-1.08,All
,National Healthcare Prop,Yes,No,eREIT,Fix,Trad,NHPBP,7.125%,$18.03,NA,9.98%,47.67%,N,NR,NR,$0.45,10/06/2026,NONE,"15th 1,4,7,10",0.74,All
,National Rural Utilities,No,No,Ute,Fix,BB,NRUC,5.500%,$24.08,$0.16,5.71%,3.49%,Y,BBB+,NR,$0.34,5/15/2024,5/15/2064,"15th 2,5,8,11",-1.65,All
,National Storage Affiliates,Yes,No,eREIT,Fix,Trad,NSA-A,6.000%,$21.61,$0.14,6.94%,13.56%,N,NR,NR,$0.38,10/11/2022,NONE,"LD 3,6,9,12",-3.25,All
,Navient Corp    ,No,No,Finance,Fix,BB,JSM,6.000%,$19.63,$0.09,7.74%,21.48%,N,B+,Ba3,$0.38,12/15/2008,12/15/2043,"15th 3,6,9,12",-17.08,All
,New Mountain Finance,No,No,BDC,Fix,BB,NMFCZ,8.250%,$25.46,$0.00,8.11%,20.32%,Y,NR,Baa3,$0.52,11/15/2025,11/15/2028,"15th 2,5,8,11",-0.15,All
,NewtekOne,No,No,Bank,Fix,BB,NEWTL,5.750%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.36,8/1/2021,8/1/2024,"1st 2,5,8,11",-4.44,All
,NewtekOne,No,No,Bank,Fix,BB,NEWTZ,5.500%,$25.22,-$0.01,5.45%,-0.88%,N,NR,NR,$0.34,2/1/2022,2/1/2026,"1st 2,5,8,11",-3.94,All
,NewtekOne,No,No,Bank,Fix,BB,NEWTI,8.000%,$25.25,$0.00,7.92%,10.73%,N,NR,NR,$0.50,9/1/2025,9/1/2028,"1st 3,6,9,12",-0.36,All
,NewtekOne,No,No,Bank,Fix,BB,NEWTG,8.500%,$25.25,-$0.04,8.40%,7.68%,N,NR,NR,$0.53,6/1/2027,6/1/2029,"1st 3,6,9,12",1.39,All
,NewtekOne,No,No,Bank,Fix,BB,NEWTH,8.625%,$25.54,-$0.04,8.46%,5.63%,N,NR,NR,$0.54,10/15/2026,10/15/2029,"15th 1,4,7,10",0.76,All
,NewtekOne,No,Yes,Bank,Fix,Trad,NEWTP,8.500%,$23.29,$0.06,9.12%,#DIV/0!,N,NR,NR,$0.53,10/1/2030,NONE,"1st 1,4,7,10",,All
,Nexpoint Real Estate Finance,Yes,No,mREIT,Fix,Trad,NREF-A,8.500%,$24.36,$0.19,8.70%,3.17%,N,NR,NR,$0.53,7/24/2025,NONE,"25th 1,4,7,10",-0.46,All
,Nextera Energy,No,No,Ute,Fix,BB,NEE-N,5.650%,$23.94,$0.02,5.90%,3.20%,Y,BBB,Baa2,$0.35,6/15/2024,3/1/2079,"1st 3,6,9,12",-1.57,All
,Nextera Energy,No,No,Ute,Fix,BB,NEE-U,6.500%,$25.19,-$0.04,6.51%,#DIV/0!,Y,BBB,Baa2,$0.41,6/1/2030,6/1/2085,"1st 3,6,9,12",,All
,NiSource,Yes,Yes,Ute,Fix-Float,Trad,NI-B,6.500%,Redeem,Redeem,Redeem,Redeem,Y,BBB-,Ba1,$0.41,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,Northern Trust,No,"Yes
",Finance,Fix,Trad,NTRSO,4.700%,$19.56,-$0.06,6.01%,-15.29%,N,BBB+,Baa1,$0.29,1/1/2025,NONE,"15th 3,6,9,12",-1.02,All
,NuStar Energy,Yes,No,MLP,Fix-Float,Trad,NS-C,9.000%,Redeem,Redeem,Redeem,Redeem,N,B-,B1,Float,12/15/2022,NONE,"15th 3,6,9,12",-3.07,All
,NuStar Energy,Yes,No,MLP,Fix-Float,Trad,NS-A,8.500%,Redeem,Redeem,Redeem,Redeem,N,B-,B1,Float,12/15/2021,NONE,"15th 3,6,9,12",-4.07,All
,NuStar Energy,Yes,No,MLP,Fix-Float,Trad,NS-B,7.625%,Redeem,Redeem,Redeem,Redeem,N,B-,B1,Float,6/15/2022,NONE,"15th 3,6,9,12",-3.57,All
,NuStar Logistics,No,No,MLP,Fix-Float,BB,NSS,7.625%,Redeem,Redeem,Redeem,Redeem,N,B+,Ba2,Float,1/15/2018,1/15/2043,"15th 1,4,7,10",-7.99,All
,Oaktree Capital,No,No,BDC,Fix,Trad,OAK-A,6.625%,$21.03,$0.21,7.88%,15.88%,Y,BBB,NR,$0.41,6/15/2023,NONE,"15th 3,6,9,12",-2.57,All
,Oaktree Capital,No,No,BDC,Fix,Trad,OAK-B,6.550%,$20.92,$0.38,7.82%,16.32%,Y,BBB,NR,$0.41,9/15/2023,NONE,"15th 3,6,9,12",-2.32,All
,OceanFirst Financial,No,Yes,Bank,Fix-Float,Trad,OCFCP,7.000%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.44,6/1/2025,NONE,"15th 2,5,8,11",-0.61,All
,Office Properties Income Trust,No,No,eREIT,Fix,BB,OPINL,6.350%,Default,Default,Default,#VALUE!,N,CCC,Caa1,$0.40,6/23/2025,6/23/2050,"1st 3,6,9,12",-0.55,All
,OFS Capital,No,No,BDC,Fix,BB,OFSSI,5.950%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.37,10/31/2021,10/31/2024,"LD 1,4,7,10",-4.19,All
,OFS Capital,No,No,BDC,Fix,BB,OFSSH,4.950%,$23.95,NA,5.18%,3.26%,N,NR,NR,$0.31,10/31/2023,10/31/2028,"LD 1,4,7,10",-2.19,All
,OFS Capital,No,No,BDC,Fix,BB,OFSSO,7.500%,$25.81,NA,7.25%,#DIV/0!,N,NR,NR,$0.47,7/31/2026,7/31/2028,"LD 1,4,7,10",,All
,OFS Credit,Yes,Var,CEF,Fix,Term,OCCIO,6.125%,$25.04,$0.00,6.23%,-0.16%,N,NR,NR,$0.13,4/30/2023,4/30/2026,LD Month,-2.70,All
,OFS Credit,Yes,Var,CEF,Fix,Term,OCCIN,5.250%,$24.62,$0.08,5.31%,4.56%,N,NR,NR,$0.11,12/31/2023,12/31/2026,LD Month,-2.03,All
,OFS Credit,Yes,Var,CEF,Fix,Term,OCCIM,7.875%,$25.25,$0.09,7.84%,6.60%,N,NR,NR,$0.17,10/31/2026,10/31/2029,LD Month,0.81,All
,Old National Bank,No,Yes,Bank,Fix,Trad,ONBPP,7.000%,$25.15,$0.02,6.96%,8.50%,N,NR,NR,$0.44,8/20/2025,NONE,"20th 2,5,8,11",-0.39,All
,Old National Bank,No,Yes,Bank,Fix,Trad,ONBPO,7.000%,$25.16,$0.10,7.00%,8.64%,N,NR,NR,$0.44,8/20/2025,NONE,"20th 2,5,8,11",-0.39,All
,Osaic Financial (Ladenburg),Yes,Yes,Finance,Fix,Trad,LTSAP,8.000%,$20.00,$0.51,10.20%,20.00%,N,NR,NR,$0.17,5/24/2018,NONE,28th of Month,-7.64,All
,Osaic Financial (Ladenburg),No,No,Finance,Fix,BB,LTSL,6.500%,$24.62,$1.07,6.66%,1.52%,N,NR,NR,$0.41,11/30/2022,11/30/2027,"LD 3,6,9,12",,All
,Osaic Financial (Ladenburg),No,No,Finance,Fix,BB,LTSH,7.750%,$24.57,$1.06,7.81%,1.72%,N,NR,NR,$0.48,6/30/2022,6/30/2029,"LD 3,6,9,12",,All
,Osaic Financial (Ladenburg),No,No,Finance,Fix,BB,LTSF,7.000%,$24.57,$1.01,7.16%,1.72%,N,NR,NR,$0.44,5/31/2021,5/31/2028,"LD 3,6,9,12",,All
,Osaic Financial (Ladenburg),No,No,Finance,Fix,BB,LTSK,7.250%,$24.70,$1.20,7.29%,1.20%,N,NR,NR,$0.45,9/30/2021,9/30/2028,"LD 3,6,9,12",,All
,Oxford Lane Cap,Yes,Var,CEF,Fix,Term,OXLCM,6.750%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.14,6/30/2020,6/30/2024,LD Month,-5.53,All
,Oxford Lane Cap,Yes,Var,CEF,Fix,Term,OXLCP,6.250%,$24.58,-$0.05,6.36%,1.68%,N,NR,NR,$0.13,2/28/2023,2/28/2027,LD Month,-2.87,All
,Oxford Lane Cap,Yes,Var,CEF,Fix,Term,OXLCO,6.000%,$23.63,-$0.01,6.35%,5.48%,N,NR,NR,$0.13,8/31/2024,8/31/2029,LD Month,-1.36,All
,Oxford Lane Cap,Yes,Var,CEF,Fix,Term,OXLCN,7.125%,$24.50,$0.05,7.35%,2.00%,N,NR,NR,$0.15,6/30/2024,6/30/2029,LD Month,-1.53,All
,Oxford Lane Cap,No,No,CEF,Fix,BB,OXLCL,6.750%,$24.25,-$0.03,6.93%,3.00%,N,NR,NR,$0.42,3/16/2024,3/31/2031,"30th 3,6,9,12",-1.82,All
,Oxford Lane Cap,No,No,CEF,Fix,BB,OXLCZ,5.000%,$24.45,$0.01,5.11%,2.20%,N,NR,NR,$0.31,1/31/2024,1/31/2027,"30th 3,6,9,12",-1.94,All
,Oxford Lane Cap,No,No,CEF,Fix,BB,OXLCI,8.760%,$25.59,-$0.05,8.52%,7.57%,N,NR,NR,$0.55,6/30/2028,6/30/2030,"30th 3,6,9,12",2.47,All
,Oxford Square Capital,No,No,BDC,Fix,BB,OXSQL,6.500%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.41,3/30/2020,3/30/2024,"30th 3,6,9,12",-5.78,All
,Oxford Square Capital,No,No,BDC,Fix,BB,OXSQZ,6.250%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.39,4/30/2022,4/30/2026,"15th 1,4,7,10",-3.70,All
,Oxford Square Capital,No,No,BDC,Fix,BB,OXSQH,7.750%,$25.51,NA,7.59%,-2.04%,N,NR,NR,$0.48,7/31/2027,7/31/2030,"LD 1,4,7,10",,All
,Partner RE,No,Yes,Insurance,Fix,Trad,PREJF,4.875%,$17.20,$0.10,7.09%,182.29%,Y,BBB,Baa2,$0.30,3/15/2026,NONE,"15th 3,6,9,12",0.18,All
,Pearl Diver,Yes,Var,CEF,Fix,Term,PDPA,8.000%,$25.32,$0.09,7.87%,6.55%,N,NR,NR,$0.17,12/31/2026,12/31/2029,LD Month,0.98,All
,Pebblebrook Hotel (was LaSalle),Yes,No,Hotel REIT,Fix,Trad,PEB-E,6.375%,$19.28,$0.28,8.27%,22.88%,N,NR,NR,$0.40,3/4/2018,NONE,"15th 1,4,7,10",-7.86,All
,Pebblebrook Hotel (Was LaSalle),Yes,No,Hotel REIT,Fix,Trad,PEB-F,6.300%,$19.12,$0.41,8.24%,23.52%,N,NR,NR,$0.39,5/25/2021,NONE,"15th 1,4,7,10",-4.63,All
,Pebblebrook Hotel Trust,Yes,No,Hotel REIT,Fix,Trad,PEB-H,5.700%,$17.73,$0.20,8.12%,29.08%,N,NR,NR,$0.36,7/27/2026,NONE,"15th 1,4,7,10",0.55,All
,PennyMac Mortgage,Yes,No,mREIT,Fix,Trad,PMT-C,6.750%,$18.93,$0.01,8.87%,47.92%,N,NR,NR,$0.42,8/24/2026,NONE,"15th 3,6,9,12",0.62,All
,PennyMac Mortgage,No,No,mREIT,Fix,BB,PMTU,8.500%,$25.43,$0.01,8.35%,14.57%,N,NR,NR,$0.53,9/30/2025,9/30/2028,"30th 3,6,9,12",-0.28,All
,PennyMac Mortgage,No,No,mREIT,Fix,BB,PMTV,9.000%,$25.56,$0.00,8.76%,,N,NR,NR,$0.56,2/15/2027,2/15/2030,"15th 2,5,8,11",,All
,PennyMac Mortgage,No,No,mREIT,Fix,BB,PMTW,9.000%,$25.47,-$0.02,8.79%,,N,NR,NR,$0.56,6/15/2027,6/15/2030,"15th 3,6,9,12",,All
,PennyMac Mortgage,Yes,No,mREIT,Now Fix,Trad,PMT-A,8.125%,$24.12,$0.04,8.42%,6.49%,N,NR,NR,$0.51,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,PennyMac Mortgage,Yes,No,mREIT,Now Fix,Trad,PMT-B,8.000%,$23.78,$0.00,8.41%,5.30%,N,NR,NR,$0.50,6/15/2024,NONE,"15th 3,6,9,12",-1.57,All
,PhenixFin,No,No,BDC,Fix,BB,PFXNZ,5.250%,$23.74,$0.00,5.56%,5.04%,N,NR,NR,$0.33,11/1/2023,11/1/2028,"1st 2,5,8,11",-2.19,All
,Pinnacle Financial Partners,No,Yes,Bank,Fix,Trad,PNFPP,6.750%,$25.02,-$0.08,6.74%,6.97%,N,NR,NR,$0.42,9/1/2025,NONE,"1st 3,6,9,12",-0.36,All
,Pinnicle (Synovus),No,Yes,Bank,Fix-Float,Trad,SNV-D,6.300%,$25.30,-$0.04,Float,Float,N,BB-,NR,Float,6/21/2023,NONE,"21st 3,6,9,12",-2.56,All
,Pinnicle (Synovus),No,Yes,Bank,FRR,Trad,SNV-E,5.875%,$25.85,$0.04,Float,#VALUE!,N,BB-,NR,Float,7/1/2024,NONE,"1st 1,4,7,10",-1.53,All
,Pitney Bowes,No,No,Other,Fix,BB,PBI-B,6.700%,$20.69,$0.09,8.12%,17.24%,N,BB,B1,$0.42,3/7/2018,3/7/2043,"7th 3,6,9,12",-7.85,All
,Popular,No,No,Bank,Fix,Trust P,BPOPM,6.125%,$25.52,$0.02,6.00%,-2.08%,N,BB-,B2,$0.13,12/1/2009,12/1/2034,1st Month,-16.12,All
,Popular,No,Yes,Bank,Fix,Trad,BPOPO,6.380%,$24.90,$0.02,6.41%,0.40%,N,B-,B3,$0.13,3/31/2008,NONE,LD Month,-17.79,All
,Presidio Property Trust,Yes,No,eREIT,Fix,Trad,SQFTP,9.375%,$14.55,$0.02,16.22%,113.40%,N,NR,NR,$0.59,6/15/2026,NONE,15th Month,0.43,All
,Priority Income Fund   ,Yes,Var,CEF,Fix,Trad,PRIF-K,7.000%,$21.51,$0.02,8.18%,27.48%,N,NR,NR,$0.44,9/30/2026,NONE,"LD 3,6,9,12",0.72,All
,Priority Income Fund Term ,Yes,Var,CEF,Fix,Term,PRIF-D,7.000%,$24.91,$0.20,7.03%,0.36%,N,NR,NR,$0.44,3/31/2022,6/30/2029,"LD 3,6,9,12",-3.78,All
,Priority Income Fund Term ,Yes,Var,CEF,Fix,Term,PRIF-F,6.625%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.41,2/25/2023,6/30/2027,"LD 3,6,9,12",-2.87,All
,Priority Income Fund Term ,Yes,Var,CEF,Fix,Term,PRIF-G,6.250%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.39,3/19/2023,6/30/2026,"LD 3,6,9,12",-2.81,All
